,year,State,Median income,Smoke everyday,Smoke some days,Former smoker,Never smoked
1325,2019,California,78105.0,5.8,4.3,23.0,67.0
1326,2019,Colorado,72499.0,8.9,4.6,25.5,61.0
1327,2019,Connecticut,87291.0,8.6,3.5,25.2,62.7
1328,2019,Delaware,74194.0,11.0,4.9,26.3,57.8
1329,2019,District of Columbia,93111.0,6.9,5.9,20.6,66.6
1330,2019,Florida,58368.0,9.8,5.0,26.3,58.9
1331,2019,Georgia,56628.0,11.0,5.3,21.9,61.8
1332,2019,Guam,,16.2,7.2,17.2,59.5
1333,2019,Hawaii,88006.0,8.1,4.1,25.4,62.3
1334,2019,Idaho,65988.0,10.2,5.1,23.5,61.1
1335,2019,Illinois,74399.0,9.8,4.7,25.2,60.3
1336,2019,Indiana,66693.0,14.1,5.1,25.0,55.9
1337,2019,Iowa,66054.0,11.9,4.5,24.2,59.5
1338,2019,Kansas,73151.0,11.6,4.6,24.6,59.2
1339,2019,Kentucky,55662.0,18.3,5.3,25.0,51.4
1340,2019,Louisiana,51707.0,15.6,6.3,23.0,55.2
1341,2019,Maine,66546.0,13.9,3.7,30.4,52.0
1342,2019,Maryland,95572.0,8.2,4.5,22.1,65.3
1343,2019,Massachusetts,87707.0,8.4,3.7,25.3,62.6
1344,2019,Michigan,64119.0,13.6,5.0,26.6,54.8
1345,2019,Minnesota,81426.0,10.5,4.1,25.6,59.8
1346,2019,Mississippi,44787.0,14.7,5.7,21.9,57.7
1347,2019,Missouri,60597.0,14.6,5.0,26.6,53.8
1348,2019,Montana,60195.0,12.1,4.5,26.7,56.7
1349,2019,Nebraska,73071.0,10.7,4.0,24.7,60.6
1350,2019,Nevada,70906.0,10.4,5.3,24.5,59.8
1351,2019,New Hampshire,86900.0,11.9,4.0,30.3,53.8
1352,2019,New Jersey,87726.0,,,,
1353,2019,New Mexico,53113.0,10.7,5.3,24.6,59.4
1354,2019,New York,71855.0,8.3,4.4,23.6,63.8
1355,2019,North Carolina,61159.0,12.9,5.6,24.1,57.4
1356,2019,North Dakota,70031.0,12.4,4.7,22.8,60.2
1357,2019,Ohio,64663.0,16.0,4.8,24.3,55.0
1358,2019,Oklahoma,59397.0,13.2,5.7,25.3,55.8
1359,2019,Oregon,74413.0,10.1,4.4,27.0,58.6
1360,2019,Pennsylvania,70582.0,13.1,4.2,26.4,56.3
1361,2019,Puerto Rico,,6.7,2.9,16.9,73.5
1362,2019,Rhode Island,70151.0,8.9,4.5,26.7,60.0
1363,2019,South Carolina,62028.0,12.2,5.3,25.5,56.9
1364,2019,South Dakota,64255.0,12.5,5.8,26.2,55.5
1365,2019,Tennessee,56627.0,14.1,5.8,25.3,54.8
1366,2019,Texas,67444.0,9.1,5.6,20.2,65.1
1367,2019,United States,68703.0,11.1,4.7,25.2,58.8
1368,2019,Utah,84523.0,5.2,2.7,16.6,75.5
1369,2019,Vermont,74305.0,11.2,4.0,29.6,55.3
1370,2019,Virginia,81313.0,9.5,4.6,23.1,62.9
1371,2019,Washington,82454.0,8.3,4.4,25.1,62.2
1372,2019,West Virginia,53706.0,18.3,5.4,26.4,49.9
1373,2019,Wisconsin,67355.0,10.8,4.5,26.8,57.8
1374,2019,Wyoming,65134.0,14.2,4.2,24.4,57.2
